Array Length,Merge Sort Avg,Quicksort Avg,Counting Sort Avg,Radix Sort Avg,QR Sort Avg
530000,40.71067,60.21869,1.43418,5.77493,3.43117
540000,41.61657,65.73528,1.4664,5.88002,3.4577
550000,42.25737,64.04924,1.50939,5.97113,3.51028
560000,43.37506,65.70636,1.56553,6.11123,3.53593
570000,45.61036,69.06044,1.62272,6.3618,4.15904
580000,45.29145,70.80602,1.62141,6.52032,4.01558
590000,44.97474,71.56552,1.64462,6.50613,3.69301
600000,46.11875,73.5381,1.65728,6.67006,3.84284
610000,47.34427,76.70392,1.88285,6.79788,4.1049
620000,48.4009,78.86821,1.68375,7.10535,4.06155
630000,48.60137,80.26287,1.93524,6.9449,4.17486
640000,49.98316,81.74314,1.77799,7.0166,4.24635
650000,49.72582,83.12171,1.82926,7.12503,4.16972
660000,52.22602,90.18212,1.97889,8.03613,5.10175
670000,52.68648,91.85878,1.94439,7.58804,4.58029
680000,52.29347,90.45729,1.89605,7.61001,4.37125
690000,53.41807,92.96988,1.94787,7.7685,4.4128
700000,54.20319,95.35297,1.96989,7.59143,4.53349
710000,54.58611,96.82601,2.01408,7.74148,4.53019
720000,55.47276,99.13227,2.07925,8.09637,4.72178
730000,56.12744,101.10821,1.99544,8.04093,4.70394
740000,56.92498,103.49292,2.01749,8.00262,5.09603
750000,57.90082,105.8061,2.1159,8.38113,4.78329
760000,58.43095,108.35807,2.13559,8.42135,4.90358
770000,59.1735,114.08723,2.20248,8.43444,5.01537
780000,59.79012,113.36784,2.16383,8.58967,4.94497
790000,60.94152,116.15312,2.22833,8.6837,5.11453
800000,61.56469,118.2611,2.23748,8.81116,5.18753
810000,62.49642,120.24255,2.19027,8.97075,5.26938
820000,63.15208,122.69802,2.37095,8.97566,5.33884
830000,64.3989,125.26782,2.25246,9.31207,5.33543
840000,65.20928,128.08679,2.38921,9.29528,5.41219
850000,65.94782,131.15341,2.35989,9.4897,5.48535
860000,67.12782,132.86805,2.47633,9.52137,5.6221
870000,68.0091,136.48342,2.38146,9.86609,5.59475
880000,68.17307,139.00316,2.48036,9.83199,5.679
890000,68.98056,141.44828,2.5378,9.80935,5.89659
900000,69.63194,143.87418,2.56253,10.0494,5.85241
910000,69.95619,147.18736,2.58675,9.99186,6.03216
920000,70.99719,149.39826,2.52901,10.30135,6.03341
930000,71.97071,153.14872,2.66448,10.41884,6.12721
940000,72.91768,155.72788,2.7544,10.42278,6.09303
950000,73.51658,158.58913,2.78241,10.49045,6.24372
960000,74.53475,161.24735,2.66641,10.83082,6.22659
970000,75.60062,165.81549,2.84512,11.06044,6.39853
980000,76.64016,166.65955,2.74779,11.13651,6.38005
990000,77.89865,170.49984,2.93759,11.15774,6.72181
1000000,78.08606,172.50353,2.90528,11.20939,6.48865
