Array Length,Merge Sort Avg,Quicksort Avg,Counting Sort Avg,Radix Sort Avg,QR Sort Avg
480000,45.09067,31.27627,111.60249,10.90153,6.0611
490000,46.45561,32.12452,114.02892,11.39806,6.42423
500000,46.79241,32.77151,110.0228,11.4546,6.17266
510000,47.87587,33.17117,110.60943,11.48713,6.28182
520000,48.63763,34.2072,112.13906,11.95873,6.3245
530000,49.8398,34.85087,114.15107,11.93812,6.57629
540000,50.90979,35.46061,113.56522,12.34088,6.61987
550000,51.98159,36.24402,117.97568,14.57819,7.21777
560000,53.09564,36.69481,116.32264,18.68654,7.12075
570000,54.34725,37.55894,132.28117,14.84283,8.06625
580000,56.42671,38.71882,122.77017,14.75394,7.89321
590000,55.74912,38.98765,128.19711,15.60592,8.28123
600000,56.72659,39.54703,128.11371,14.57308,8.063
610000,57.95841,40.66424,133.1112,16.14726,8.34192
620000,59.02935,41.4222,139.42965,15.78989,8.5805
630000,65.45073,42.92484,147.23151,16.59163,9.60319
640000,62.19063,42.78617,141.30608,16.15972,9.56383
650000,62.17591,43.37928,134.86269,16.68921,8.8601
660000,62.57033,44.0722,126.57775,15.4369,9.3376
670000,63.77397,44.73403,127.22582,15.62552,8.83207
680000,64.57892,45.25086,128.38151,16.22587,9.02024
690000,65.66531,45.98967,129.42399,16.55428,9.29312
700000,66.90454,46.74717,131.2651,17.03907,9.50099
710000,67.78467,47.56664,131.86573,17.56893,9.9939
720000,68.75787,48.35133,132.84086,17.58617,9.6596
730000,69.67675,48.81034,139.6143,18.04358,10.50868
740000,70.84678,49.67728,135.80093,18.23336,10.54831
750000,71.67562,50.39846,136.51317,18.67065,11.00532
760000,72.66873,50.8926,137.39627,19.50313,11.29002
770000,74.00483,51.72833,137.97165,18.83493,10.61239
780000,74.35916,52.47383,139.23489,19.78922,11.01784
790000,75.2501,53.08572,140.81013,20.08471,11.68343
800000,76.65229,53.92293,141.66034,28.7279,12.01307
810000,78.11291,54.38147,142.27473,20.99599,11.60839
820000,78.79654,55.51453,144.40351,22.04457,12.82143
830000,80.38374,55.89283,147.03714,23.41874,13.45197
840000,81.19012,56.98833,146.40496,22.68019,13.7203
850000,82.47004,57.31619,146.9431,23.29399,14.42219
860000,83.54305,58.06007,147.99461,23.69079,13.82318
870000,84.44846,58.84204,148.63357,24.0698,14.4472
880000,85.41476,59.50089,150.57283,24.84082,15.14436
890000,86.11501,60.67812,151.63728,25.67797,15.36945
900000,87.51904,60.79834,152.23627,25.99308,15.9012
910000,87.92788,61.77179,153.4891,26.44658,16.28736
920000,88.63568,62.33048,154.53973,30.36334,19.23411
930000,90.07975,63.2645,154.96341,28.04994,17.42466
940000,91.35547,64.06712,156.48752,28.18579,17.15832
950000,92.31143,64.89388,157.18068,28.66439,18.16387
960000,93.36141,65.32954,158.50092,29.70744,18.68705
970000,94.87337,65.925,160.07931,30.92062,20.19002
980000,95.88032,66.96737,161.40507,30.84016,19.79357
990000,96.98126,67.42393,161.28176,31.11225,20.24207
1000000,98.00724,68.45018,162.39551,31.65519,20.74723
