Array Length,Merge Sort Avg,Quicksort Avg,Counting Sort Avg,Radix Sort Avg,QR Sort Avg
480000,41.99239,27.48536,2.16365,5.46355,3.26871
490000,42.11372,28.19941,2.15946,5.48435,3.54198
500000,47.86991,30.89237,2.54895,6.75579,3.55172
510000,44.47104,29.8588,2.20742,5.83463,3.79009
520000,45.6022,30.92682,2.38962,5.81469,3.95994
530000,45.96538,31.3111,2.20522,6.30724,3.77274
540000,46.7924,31.61419,2.3147,6.18279,3.65196
550000,47.61195,32.59334,2.32234,6.05668,3.78498
560000,48.14908,33.06565,2.32608,6.50877,3.66571
570000,49.21748,33.9299,2.52382,6.35734,3.75245
580000,49.80917,34.61715,2.41107,6.49698,3.87205
590000,50.54444,35.46411,2.51944,6.65145,4.04159
600000,51.63057,36.18627,2.64846,6.7454,4.07032
610000,55.90462,37.57555,2.60707,6.91916,4.11159
620000,53.2158,37.87283,2.75887,7.04251,4.20927
630000,54.14144,38.70965,2.65355,7.1501,4.27484
640000,55.30411,39.3685,2.7154,7.3208,4.21006
650000,55.82411,40.04246,2.77467,7.22606,4.45697
660000,56.8,40.89842,2.89797,7.38113,4.51201
670000,57.76819,41.58517,2.8326,7.63373,4.50994
680000,58.58465,42.35384,2.86075,7.67735,4.67297
690000,59.41166,43.34909,2.95384,7.74526,4.70745
700000,60.44888,44.18232,3.06109,7.85682,4.73758
710000,61.28031,45.06354,3.04241,8.07174,4.75385
720000,62.10743,46.00957,3.0846,8.23385,4.87208
730000,63.57197,46.88656,3.12253,8.37015,5.02636
740000,63.98789,47.40242,3.17115,8.31624,5.00558
750000,64.75284,48.07436,3.21013,8.48063,5.22619
760000,65.39533,48.93577,3.27438,8.60791,5.26605
770000,66.43771,50.02852,3.38386,8.7878,5.20304
780000,67.05813,50.55988,3.34551,8.97575,5.34396
790000,67.9939,51.82011,3.45449,8.9669,5.41747
800000,69.05655,52.44501,3.55628,8.9232,5.64782
810000,70.14032,56.41276,3.72459,9.33453,5.69786
820000,71.12814,54.13606,3.59856,9.28691,5.56549
830000,72.03438,54.73254,3.65455,9.50181,5.82861
840000,73.08835,55.57483,3.59989,9.55052,5.76969
850000,74.10274,56.73693,3.82296,9.77834,6.19077
860000,75.08975,57.70494,3.8329,9.71578,6.14889
870000,75.98345,58.3986,3.85611,9.84571,5.96362
880000,76.7459,59.02397,3.90041,9.99297,6.1481
890000,77.24191,60.16911,3.95322,10.16384,6.23286
900000,78.02147,61.01841,3.99892,10.47522,6.19696
910000,78.39934,61.48243,3.98568,10.36953,6.28388
920000,79.05839,62.74672,4.13239,10.44353,6.53603
930000,80.31131,63.35163,4.05277,10.55876,6.36082
940000,81.44099,64.27557,4.18275,10.64257,6.52785
950000,82.47234,65.39994,4.28342,10.74836,6.60815
960000,86.04891,65.91556,4.3027,10.986,6.59135
970000,84.55046,67.11615,4.36017,11.06203,6.78913
980000,85.48723,67.58727,4.33799,11.2387,6.84632
990000,86.86309,68.70399,4.36318,11.50784,6.84191
1000000,87.17812,69.8519,4.64328,11.37383,6.96868
