Array Length,Merge Sort Avg,Quicksort Avg,Counting Sort Avg,Radix Sort Avg,QR Sort Avg
850000,83.45522,57.28943,74.03912,23.09999,13.70674
860000,84.65131,58.15746,75.67221,23.84912,14.14968
870000,85.54443,59.13392,76.62495,23.67884,14.83436
880000,86.26749,59.44586,76.84311,24.71657,15.27303
890000,87.11008,60.32179,77.73143,25.56661,15.66371
900000,88.32815,60.944,78.47071,25.71712,15.98681
910000,88.90229,61.83514,79.20795,26.14771,16.56402
920000,89.68055,62.76667,80.11569,26.75644,16.82813
930000,91.28812,63.18669,81.65197,27.49531,17.34796
940000,92.43758,63.95927,82.00111,27.94811,17.78569
950000,95.6995,64.93808,83.44308,29.52773,18.80278
960000,94.72536,65.44445,83.79831,29.24767,19.41938
970000,96.15451,66.34113,84.62491,30.00856,19.43249
980000,96.97594,66.90609,85.73235,30.61953,19.92502
990000,98.14893,68.35514,86.01274,31.38001,20.86829
1000000,99.21375,68.47737,87.20357,32.2569,20.97974
